ISBN,Title,Author,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9780553897050,A Christmas Carol,Charles Dickens,eBook,$8.55,$7.99, 9780553897050,,,
9781250142658,Dottir,Katrin Davidsdottir,eBook,$19.51,$15.99, 9781250142658,,,
9780141903026,Berlin,Antony Beevor,eBook,,$15.99, 9780141903026,2007-10-4,'Penguin Books Ltd',528
9781405917315,The David Raker Collection Books 1-3,Tim Weaver,eBook,,$19.99, 9781405917315,2013-9-26,"'Penguin Books Ltd', 'Digital original'",1142
9780307422989,book not found,,,,,,,,
9780748116072,Fool Moon : Dresden Files,Jim Butcher,eBook,,$12.99, 9780748116072,2010-3-4,"'Little, Brown Book Group', 'Digital original'",400
9781409064916,Lost Innocence,Susan Lewis,eBook,,$15.99, 9781409064916,,'Random House',
9780241982525,book not found,,,,, 9780241982525,,'Penguin Books Ltd',
9781407008394,Triptych,Karin Slaughter,eBook,,$15.99, 9781407008394,2008-9-4,'Random House',528
9780748120482,Good As Dead,Mark Billingham,eBook,,$12.99, 9780748120482,2011-8-18,"'Little, Brown Book Group', 'Digital original'",352
9780141388670,The Hazel Wood,Melissa Albert,eBook,,$12.99, 9780141388670,2018-2-8,'12 - 18 years old',400
9780241984338,First Light,Geoffrey Wellum,eBook,,$15.99, 9780241984338,2018-5-17,'Penguin Books Ltd',352
9780753550304,Zero to One,Blake Masters,eBook,,$18.99, 9780753550304,,'GB',
9780957519305,Touching the Void,Joe Simpson,eBook,,$9.48, 9780957519305,,,
9780718179571,The Woman Who Stole My Life,Marian Keyes,eBook,,$15.99, 9780718179571,,'Penguin Books Ltd',
9781405939645,The Other People,C. J. Tudor,eBook,,$15.99, 9781405939645,,'Penguin Books Ltd',
9780748122349,I Know Why The Caged Bird Sings,Dr Maya Angelou,eBook,,$12.99, 9780748122349,2010-9-2,"'Little, Brown Book Group'",320
9780241351659,12 Rules for Life,Jordan B. Peterson,eBook,,$15.99, 9780241351659,,'Penguin Books Ltd',
9781405913638,The Revenge of Seven,Pittacus Lore,eBook,,$15.99, 9781405913638,2014-8-26,"'12 - 18 years old', '5'",400
9780718196127,The Growing Pains of Adrian Mole,Sue Townsend,eBook,,$15.99, 9780718196127,2012-1-19,"'12 - 18 years old', '2'",352
9780463228456,Fast Lane,Kristen Ashley,eBook,,$7.36, 9780463228456,,,
9781101077221,Nancy Drew 21,Carolyn Keene,eBook,$14.66,$11.99, 9781101077221,2000-1-1,'Penguin Young Readers Group',192
9781101612323,The Anatomist's Wife,Anna Lee Huber,eBook,$17.14,$13.99, 9781101612323,2012-11-6,'Penguin Publishing Group',368
9780857202918,Miracle on Regent Street,Ali Harris,eBook,,$13.99, 9780857202918,,'Simon & Schuster UK',
9780316210829,book not found,,,,, 9780316210829,2013-4-29,"'LITTLE BROWN & CO             ', '24.28 x 16.18 x 3.53'",432
9781311117090,Mageborn,Michael G. Manning,eBook,,$9.00, 9781311117090,2015-5-14,'5',
9780463765791,book not found,,,,, 9780463765791,,,
9780544145979,Ghost Fleet,P. W. Singer,eBook,,$9.99, 9780544145979,,'1',
9780141902807,The Darling Buds of May,H. E. Bates,eBook,,$15.99, 9780141902807,2006-11-30,"'0 - 2 years old', '1'",144
9780307808028,She,H. Rider Haggard,eBook,,$6.99, 9780307808028,2011-11-30,,
9780751566925,Love Like Blood,Mark Billingham,Paperback,$22.99,$20.40, 9780751566925,2018-3-13,"'Little Brown', '1'",512
9780141974675,Mary Barton,Elizabeth Gaskell,eBook,,$10.99, 9780141974675,,'Penguin Books Ltd',
9780547728469,book not found,,,,, 9780547728469,2011-4-18,'HarperCollins',
9781538715499,Eat to Beat Disease,William W. Li,Hardcover,,$146.90, 9781538715499,,"'Large type / large print', '0.91'",
9780241985854,The School of Life,Alain de Botton,eBook,,$16.99, 9780241985854,,'Penguin Books Ltd',
9780241318386,Winning Not Fighting,John Vincent,eBook,,$18.99, 9780241318386,,'Penguin Books Ltd',
9780834821040,book not found,,,,, 9780834821040,,,
9780141974965,Lovers and Strangers,Clair Wills,eBook,,$15.99, 9780141974965,,'Penguin Books Ltd',
9780141369839,First Class Murder,Robin Stevens,eBook,,$9.99, 9780141369839,2016-2-25,"'9 - 12 years old', '3'",336
9780547859095,Five Little Monkeys Trick-or-Treat,Eileen Christelow,eBook,,$4.99, 9780547859095,2013-8-13,'HarperCollins',
9780141919683,The Art of War,Sun-tzu,eBook,,$10.99, 9780141919683,2008-5-29,'Penguin Books Ltd',112
9780141339238,The Blood of Olympus (Heroes of Olympus Book 5),Rick Riordan,eBook,,$12.99, 9780141339238,2014-10-7,"'9 - 12 years old', '5'",608
9780553897050,A Christmas Carol,Charles Dickens,eBook,$8.55,$7.99, 9780553897050,,,
9780061135675,book not found,,,,,,,,
9780748116997,The Broken Eye,Brent Weeks,eBook,,$12.99, 9780748116997,2014-8-26,"'Little, Brown Book Group', 'Digital original'",816
9781407034904,Men At Arms,Terry Pratchett,eBook,,$15.99, 9781407034904,2008-12-16,'Transworld',432
9780230764897,book not found,,,,,,,,
9780141908762,A New Earth,Eckhart Tolle,eBook,,$4.99, 9780141908762,,'Penguin Books Ltd',
9780316449038,book not found,,,,, 9780316449038,,'Digital original',
9781393711339,Girl in Luv,Jay Crownover,eBook,,$4.99, 9781393711339,2019-10-20,,
9780544539211,Mustache Baby Meets His Match,Bridget Heos,eBook,,$11.99, 9780544539211,2015-3-3,'HarperCollins',
9780544303249,$2.00 A Day,Kathryn J. Edin,eBook,,$26.99, 9780544303249,,'1',
9781311339607,100+ Knock Knock Jokes for Kids,Johnny B. Laughing,eBook,,$1.57, 9781311339607,,,
9781302402228,Ms. Marvel Vol. 1,G. Willow Wilson,eBook,$13.19,$10.99, 9781302402228,,,
9781405923552,Unnatural Causes,Dr Richard Shepherd,eBook,,$14.99, 9781405923552,,'Penguin Books Ltd',
9781101607626,Blood Trade,Faith Hunter,eBook,$11.72,$10.99, 9781101607626,2013-4-2,'Penguin Publishing Group',336
9780297865803,Liquidate Paris,Sven Hassel,eBook,,$12.99, 9780297865803,2010-12-23,'Orion',320
9781407017686,Firewall,Henning Mankell,eBook,,$15.99, 9781407017686,2008-10-30,'Random House',544
9780141906201,The Black Swan,Nassim Nicholas Taleb,eBook,,$15.99, 9780141906201,,'Penguin Books Ltd',
9780648046271,The Outback Governess,Sarah Williams,eBook,,$5.99, 9780648046271,2017-11-14,'4',
9780141960616,Charlie and the Chocolate Factory,Roald Dahl,eBook,,$9.99, 9780141960616,2010-6-3,"'6 - 8 years old', '1'",208
9780748115419,The Path Of Daggers,Robert Jordan,eBook,,$12.99, 9780748115419,2010-5-18,"'Little, Brown Book Group', 'Digital original'",672
9780007461240,The Screwtape Letters: Letters From A Senior To A Junior Devil,C. S. Lewis,Paperback,$19.99,$18.25, 9780007461240,2012-7-1,"'14 - 18 years old', 'HarperCollins Publishers'",224
9780241270547,Chernobyl Prayer,Svetlana Alexievich,eBook,,$15.99, 9780241270547,2016-4-21,'Penguin Books Ltd',240
9780786954032,Sojourn,R.A. Salvatore,eBook,$16.12,$12.99, 9780786954032,2009-6-23,'3',352
9780297870937,I Am Malala,,eBook,,$11.99, 9780297870937,2013-10-8,"'Orion', 'Digital original'",320
9780141964522,Goodnight Mister Tom,Michelle Magorian,eBook,,$9.99, 9780141964522,2010-6-3,'9 - 12 years old',448
9780141385273,book not found,,,,,,,,
9780141960609,Stig of the Dump,Clive King,eBook,,$9.99, 9780141960609,2010-6-3,'6 - 8 years old',256
9780141928524,Strange Tales from a Chinese Studio,Pu Songling,eBook,,$14.99, 9780141928524,,'Penguin Books Ltd',
9780141971667,The Diary of a Young Girl,Anne Frank,eBook,,$14.99, 9780141971667,,'Penguin Books Ltd',
9780007444250,book not found,,,,, 9780007444250,2017-5-4,"'HarperCollins Publishers', '23.6 x 15.8 x 5.7'",864
9780465029747,book not found,,,,, 9780465029747,,,
9781408808542,Operation Mincemeat,Ben Macintyre,eBook,$18.39,$15.99, 9781408808542,,'GB',
9780141975276,Who Dares Wins,Dominic Sandbrook,eBook,,$19.99, 9780141975276,,'Penguin Books Ltd',
9780748123018,Nothing but Trouble,Roberta Kray,eBook,,$12.99, 9780748123018,,'Digital original',
9780061751752,book not found,,,,,,,,
9780141907857,Remember Me,Lesley Pearse,eBook,,$15.99, 9780141907857,,'Penguin Books Ltd',
9780307388124,book not found,,,,,,,,
9780375896156,Because of Mr. Terupt,Rob Buyea,eBook,$13.19,$10.99, 9780375896156,2010-10-12,"""Random House Children's Books""",
9781101097632,The Prosperity Bible,Napoleon Hill,eBook,$23.99,$19.99, 9781101097632,,,
9781846272998,Deep Sea and Foreign Going,Rose George,Paperback,$24.99,$21.75, 9781846272998,,"'Granta', '1'",
9781310976322,Rogue,Karen Lynch,eBook,,$6.84, 9781310976322,2015-11-24,'Karen Lynch',
9781306021241,book not found,,,,, 9781306021241,,'US',
9780748113118,The Scarpetta Factor,Patricia Cornwell,eBook,,$11.99, 9780748113118,2009-10-20,"'Little, Brown Book Group', 'Digital original'",512
9781405920452,Crap CVs,Jenny Crompton,eBook,,$14.99, 9781405920452,,'Penguin Books Ltd',
9780241982099,Everything I Know About Love,Dolly Alderton,eBook,,$16.99, 9780241982099,,'Penguin Books Ltd',
9780761169253,Steal Like an Artist,Austin Kleon,Paperback,$26.99,$22.95, 9780761169253,2012-5-1,"'Workman', '1'",160
9780141921150,The Spirit Level,Kate Pickett,eBook,,$16.99, 9780141921150,,'Penguin Books Ltd',
9780230754799,book not found,,,,,,,,
9780141959740,The Better Angels of Our Nature,Steven Pinker,eBook,,$18.99, 9780141959740,,'Penguin Books Ltd',
9780297859666,Call The Midwife,Jennifer Worth,eBook,,$11.99, 9780297859666,,'Digital original',
9781405909563,Fire Ice,Clive Cussler,eBook,,$14.99, 9781405909563,2012-6-7,'Penguin Books Ltd',560
9781281371812,book not found,,,,, 9781281371812,,'US',
9780748122851,The Hunter,Tom Wood,eBook,,$11.99, 9780748122851,2011-5-12,"'Little, Brown Book Group', 'Digital original'",400
9780141901916,Notes on a Scandal,Zoë Heller,eBook,,$15.99, 9780141901916,,'Penguin Books Ltd',
9781407073361,Cider With Rosie,Laurie Lee Mbe Mbe,eBook,,$14.99, 9781407073361,,'Random House',
9780748123070,Santaland Diaries,David Sedaris,eBook,,$12.99, 9780748123070,,'Digital original',
9780141917320,Your Blue-Eyed Boy,Helen Dunmore,eBook,,$15.99, 9780141917320,,'Penguin Books Ltd',
9780755359714,Small Island,Andrea Levy,eBook,,$12.99, 9780755359714,,'Digital original',
9780141964034,Waiting for Wednesday,Nicci French,eBook,,$15.99, 9780141964034,2013-6-20,'Penguin Books Ltd',384
9780982601617,book not found,,,,, 9780982601617,,,
9780297857136,book not found,,,,,,,,
9780241964262,The Man in the High Castle,Philip K. Dick,eBook,,$15.99, 9780241964262,,'Penguin Books Ltd',
9780751561418,Splinter the Silence,Val McDermid,eBook,,$16.99, 9780751561418,2015-8-27,"'Little, Brown Book Group', 'Digital original'",400
9780575097766,The Hero of Ages,Brandon Sanderson,eBook,,$11.99, 9780575097766,2010-3-30,"'Orion', 'Digital original'",768
9781409003076,With the Old Breed,Eugene B Sledge,eBook,,$18.99, 9781409003076,,'Ebury Publishing',
9780241987063,A Month in Siena,Hisham Matar,eBook,,$16.99, 9780241987063,,'Penguin Books Ltd',
9780994054456,book not found,,,,, 9780994054456,2018-8-6,'1',
9781328545862,AI Superpowers,Kai-Fu Lee,eBook,,$11.99, 9781328545862,,,
9780988776241,Dare to Kiss,S.B. Alexander,eBook,,$0.00, 9780988776241,2014-10-16,'1',
9780748128228,book not found,,,,, 9780748128228,,'Digital original',
9780755120109,George Passant,C.P. Snow,eBook,$10.99,$9.99, 9780755120109,2015-10-1,'1',338
9780755147533,book not found,,,,, 9780755147533,,,
9780753550663,Elon Musk,Ashlee Vance,eBook,,$18.99, 9780753550663,,'1',
9780698163010,Scandal Never Sleeps,Lexi Blake,eBook,,$6.99, 9780698163010,2015-8-18,'1',
9780007289431,South by Java Head,Alistair MacLean,eBook,,$15.99, 9780007289431,,'HarperCollins Publishers',
9780748130818,Cold Days,Jim Butcher,eBook,,$12.99, 9780748130818,2012-11-29,"'Little, Brown Book Group', 'Digital original'",416
9780141350196,book not found,,,,,,,,
9781407039084,Dark Winter,Andy McNab,eBook,,$15.99, 9781407039084,2008-10-2,'Transworld',496
9781310410901,Game on Boys! The Play Station Playoffs.,Kate Cullen,eBook,,$0.00, 9781310410901,,,
9780230752771,book not found,,,,,,,,
9780307276797,book not found,,,,,,,,
9780141956527,Mr Maybe,Jane Green,eBook,,$15.99, 9780141956527,,'Penguin Books Ltd',
9780755387250,Roses are Red,James Patterson,eBook,,$12.99, 9780755387250,2011-6-23,"'Headline', 'Digital original'",329
9781448135608,The Beggar Maid,Dilly Court,eBook,,$15.99, 9781448135608,,'1',
9780241968192,Elizabeth is Missing,Emma Healey,eBook,,$15.99, 9780241968192,,'Penguin Books Ltd',
9781405919715,Christmas at Battersea,Battersea Dogs & Cats Home,eBook,,$14.99, 9781405919715,,'Penguin Books Ltd',
9780141971575,The Worst Witch,Jill Murphy,eBook,,$9.99, 9780141971575,2011-3-3,'6 - 8 years old',112
9780241335246,Human Compatible,Stuart Russell,eBook,,$16.99, 9780241335246,,'Penguin Books Ltd',
9780463368831,A Spirited Girl on Cornish Shores,Laura Briggs,eBook,,$0.99, 9780463368831,2019-7-26,,
9780861719969,In the Buddha's Words,Bhikkhu Bodhi,eBook,,$9.99, 9780861719969,2005-8-10,'Wisdom Publications',512
9780738717500,Journey Of Souls: Case Studies Of Life Between Lives,Michael Newton,eBook,$27.86,$22.99, 9780738717500,2008-11-1,'1',288
9780674729018,Make It Stick,Peter C. Brown,Hardcover,$59.95,$39.75, 9780674729018,,"'US', '3 x 15 x 22'",
9780141930268,The Art of Travel,Alain de Botton,eBook,,$16.99, 9780141930268,,'Penguin Books Ltd',
9780141918846,book not found,,,,, 9780141918846,2008-8-7,'Penguin Books Ltd',144
9780544602670,The Other Slavery,Andrés Reséndez,eBook,,$14.99, 9780544602670,,'1',
9781370734337,Ashes to Ashes & Back,Spooks,eBook,,$1.80, 9781370734337,,,
9780748128181,The Bone Bed,Patricia Cornwell,eBook,,$11.99, 9780748128181,2012-10-16,"'Little, Brown Book Group', 'Digital original'",512
9780141929774,The Blue Afternoon,William Boyd,eBook,,$15.99, 9780141929774,,'Penguin Books Ltd',
9780755147557,book not found,,,,, 9780755147557,,,
9781310537349,book not found,,,,, 9781310537349,,,
9781407059518,A Time To Kill,John Grisham,eBook,,$15.99, 9781407059518,,'Random House',
9781250249463,The Lights Go Out in Lychford,Paul Cornell,eBook,$14.29,$11.99, 9781250249463,2024-3-26,'4',
9780463469149,Etty Steele Vampire Hunter,Grayson Grave,eBook,,$0.00, 9780463469149,2018-9-28,'1',
9781408895207,Royals,Emma Forrest,eBook,$18.39,$15.99, 9781408895207,,'GB',
9780241960387,The Secret Rooms,Catherine Bailey,eBook,,$15.99, 9780241960387,,'Penguin Books Ltd',
9780982422755,book not found,,,,, 9780982422755,2012-8-16,,
9780463255414,Escaped Killer,RJ Parker,eBook,,$0.00, 9780463255414,,,
9780141924540,The Mask of Dimitrios,Eric Ambler,eBook,,$15.99, 9780141924540,2009-5-28,'Penguin Books Ltd',240
9780385528849,Night Shift,Stephen King,eBook,$16.12,$12.99, 9780385528849,,,
9780297859116,Butterfly Brain,Barry Cryer,eBook,,$13.99, 9780297859116,,'Digital original',
9781407097961,A Noble Radiance,Donna Leon,eBook,,$15.99, 9781407097961,2010-9-30,'Random House',288
9780486113463,Passing,Nella Larsen,eBook,,$10.20, 9780486113463,,'1',
9780141917115,An Inspector Calls and Other Plays,J B Priestley,eBook,,$15.99, 9780141917115,2001-3-29,'Penguin Books Ltd',304
9780136083252,Clean Code,Robert C. Martin,eText,,$75.92, 9780136083252,2008-8-1,'1',
9780755350780,The Know,Martina Cole,eBook,,$11.99, 9780755350780,,'Digital original',
9781407057026,The Sparrow,Mary Doria Russell,eBook,,$15.99, 9781407057026,,'Transworld',
9780748116089,Grave Peril : Dresden Files,Jim Butcher,eBook,,$12.99, 9780748116089,2010-3-4,"'Little, Brown Book Group', 'Digital original'",432
9780997720112,Becoming his Monster,Amelia Hutchins,eBook,,$6.87, 9780997720112,2019-1-1,,
9781405910262,Reflected in You,Sylvia Day,eBook,,$4.99, 9781405910262,2012-10-2,'Penguin Books Ltd',352
9780007152599,"Men Are From Mars, Women Are From Venus",John Gray,Paperback,$24.99,$21.75, 9780007152599,,"'GB', '20 x 13 x 2.5'",
9780241242551,Traction,Gabriel Weinberg,eBook,,$18.99, 9780241242551,,'Penguin Books Ltd',
9780230768116,book not found,,,,,,,,
9781101042458,book not found,,,,, 9781101042458,,,
9781407040929,Gridlock,Ben Elton,eBook,,$15.99, 9781407040929,,'Transworld',
9780374706449,Tuck Everlasting,Natalie Babbitt,eBook,$11.21,$9.99, 9780374706449,,,
9780307267450,book not found,,,,,,,,
9780465096060,book not found,,,,, 9780465096060,,'1',
9781407059013,The Client,John Grisham,eBook,,$15.99, 9781407059013,,'Random House',
9781407097626,The Lost World,Michael Crichton,eBook,,$15.99, 9781407097626,,'Random House',
9780718186791,Shiang,C. F. Iggulden,eBook,,$15.99, 9780718186791,2018-9-6,'Penguin Books Ltd',400
9780575096608,Deadlocked : A True Blood Novel,Charlaine Harris,eBook,,$11.99, 9780575096608,2012-5-1,"'Orion', 'Digital original'",352
9780241961018,The Peripheral,William Gibson,eBook,,$15.99, 9780241961018,,'Penguin Books Ltd',
9781407068039,Hard Frost,R D Wingfield,eBook,,$15.99, 9781407068039,2010-9-30,'Transworld',448
9780061984204,book not found,,,,,,,,
9781310521195,Never Binge Again(tm),Glenn Livingston,eBook,,$0.00, 9781310521195,,,
9780748122424,The Lives of Stella Bain,Anita Shreve,eBook,,$11.99, 9780748122424,,'Digital original',
9780755378456,If You Were Me,Sheila O'Flanagan,Paperback,$26.99,$22.95, 9780755378456,,"'GB', '3 x 12.9 x 19.7'",
9781405938150,East of Croydon,Sue Perkins,eBook,,$14.99, 9781405938150,,'Penguin Books Ltd',
9781447274452,book not found,,,,, 9781447274452,2015-9-1,"'Pan Macmillan UK', 'New edition'",416
9780141966106,Washington,Ron Chernow,eBook,,$18.99, 9780141966106,,'Penguin Books Ltd',
9781101642610,book not found,,,,, 9781101642610,,,
9781281372079,book not found,,,,, 9781281372079,2005-1-1,'Icon Books Limited',176
9781306432771,book not found,,,,, 9781306432771,,'US',
9780283071904,book not found,,,,,,,,
9780230736450,book not found,,,,,,,,
9780749020507,Peace Comes to Honeyfield,Anna Jacobs,eBook,$14.38,$12.99, 9780749020507,2018-6-21,'3',
9780141910277,Faith,Lesley Pearse,eBook,,$15.99, 9780141910277,,'Penguin Books Ltd',
9780698190856,book not found,,,,, 9780698190856,2015-6-30,'8',
9780748129102,Lover Awakened,J. R. Ward,eBook,,$11.99, 9780748129102,2011-2-10,"'Little, Brown Book Group', 'Digital original'",464
9780141932651,Eating Animals,Jonathan Safran Foer,eBook,,$15.99, 9780141932651,,'Penguin Books Ltd',
9780571288090,The Hollow Crown,Dan Jones,eBook,$16.49,$14.99, 9780571288090,,"'GB', 'Main'",
9780061974151,book not found,,,,,,,,
9781101626245,book not found,,,,, 9781101626245,2013-11-5,'2',352
9780241985670,The Wych Elm,Tana French,eBook,,$15.99, 9780241985670,,'Penguin Books Ltd',
9780241958230,Start With Why,Simon Sinek,eBook,,$15.99, 9780241958230,2011-10-6,'0 - 2 years old',256
9780241004234,10 Ways to Make Money in a Free World,Nicholas Lovell,eBook,,$0.00, 9780241004234,2013-10-3,'Penguin Books Ltd',30
9781281372017,book not found,,,,, 9781281372017,,'US',
9780316210942,book not found,,,,, 9780316210942,2014-11-24,"'Little, Brown and Company'",400
9780763656331,book not found,,,,, 9780763656331,,'CANDLEWICK BOOKS              ',
9780141364063,The Tyrant's Tomb (The Trials of Apollo Book 4),Rick Riordan,eBook,,$12.99, 9780141364063,2019-9-24,"'9 - 12 years old', '4'",528
9781393152736,book not found,,,,, 9781393152736,2019-7-30,'8',
9780748133543,The Riverman,Alex Gray,eBook,,$12.99, 9780748133543,2011-10-6,"'Little, Brown Book Group', 'Digital original'",432
9780316310406,book not found,,,,, 9780316310406,2020-1-7,"'12 - 99 years old', 'Little, Brown Books for Young Readers'",320
